filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
train_img_2.png,2396141,"{}",23,8,"{""name"":""rect"",""x"":941,""y"":13,""width"":51,""height"":93}","{}"
train_img_2.png,2396141,"{}",23,9,"{""name"":""rect"",""x"":770,""y"":114,""width"":40,""height"":72}","{}"
train_img_2.png,2396141,"{}",23,10,"{""name"":""rect"",""x"":715,""y"":91,""width"":53,""height"":89}","{}"
train_img_2.png,2396141,"{}",23,11,"{""name"":""rect"",""x"":717,""y"":6,""width"":46,""height"":72}","{}"
train_img_2.png,2396141,"{}",23,12,"{""name"":""rect"",""x"":762,""y"":6,""width"":42,""height"":76}","{}"
train_img_2.png,2396141,"{}",23,13,"{""name"":""rect"",""x"":399,""y"":669,""width"":87,""height"":63}","{}"
train_img_2.png,2396141,"{}",23,14,"{""name"":""rect"",""x"":285,""y"":711,""width"":93,""height"":61}","{}"
train_img_2.png,2396141,"{}",23,15,"{""name"":""rect"",""x"":173,""y"":751,""width"":80,""height"":51}","{}"
train_img_2.png,2396141,"{}",23,16,"{""name"":""rect"",""x"":61,""y"":793,""width"":89,""height"":49}","{}"
train_img_2.png,2396141,"{}",23,17,"{""name"":""rect"",""x"":61,""y"":838,""width"":101,""height"":55}","{}"
train_img_2.png,2396141,"{}",23,18,"{""name"":""rect"",""x"":181,""y"":800,""width"":95,""height"":55}","{}"
train_img_2.png,2396141,"{}",23,19,"{""name"":""rect"",""x"":304,""y"":772,""width"":72,""height"":46}","{}"
train_img_2.png,2396141,"{}",23,20,"{""name"":""rect"",""x"":403,""y"":738,""width"":87,""height"":53}","{}"
train_img_2.png,2396141,"{}",23,21,"{""name"":""rect"",""x"":842,""y"":-2,""width"":36,""height"":25}","{}"
train_img_2.png,2396141,"{}",23,22,"{""name"":""rect"",""x"":2,""y"":878,""width"":36,""height"":44}","{}"
train_img_3.png,2768215,"{}",21,0,"{""name"":""rect"",""x"":658,""y"":325,""width"":72,""height"":34}","{}"
train_img_3.png,2768215,"{}",21,1,"{""name"":""rect"",""x"":310,""y"":494,""width"":82,""height"":40}","{}"
train_img_3.png,2768215,"{}",21,2,"{""name"":""rect"",""x"":441,""y"":498,""width"":74,""height"":36}","{}"
train_img_3.png,2768215,"{}",21,3,"{""name"":""rect"",""x"":527,""y"":494,""width"":65,""height"":38}","{}"
train_img_3.png,2768215,"{}",21,4,"{""name"":""rect"",""x"":614,""y"":494,""width"":76,""height"":36}","{}"
train_img_3.png,2768215,"{}",21,5,"{""name"":""rect"",""x"":677,""y"":530,""width"":76,""height"":51}","{}"
train_img_3.png,2768215,"{}",21,6,"{""name"":""rect"",""x"":895,""y"":513,""width"":44,""height"":53}","{}"
train_img_3.png,2768215,"{}",21,7,"{""name"":""rect"",""x"":831,""y"":392,""width"":57,""height"":55}","{}"
train_img_3.png,2768215,"{}",21,8,"{""name"":""rect"",""x"":1030,""y"":502,""width"":59,""height"":53}","{}"
train_img_3.png,2768215,"{}",21,9,"{""name"":""rect"",""x"":916,""y"":713,""width"":36,""height"":72}","{}"
train_img_3.png,2768215,"{}",21,10,"{""name"":""rect"",""x"":958,""y"":601,""width"":38,""height"":68}","{}"
train_img_3.png,2768215,"{}",21,11,"{""name"":""rect"",""x"":922,""y"":871,""width"":40,""height"":72}","{}"
train_img_3.png,2768215,"{}",21,12,"{""name"":""rect"",""x"":924,""y"":1044,""width"":44,""height"":34}","{}"
train_img_3.png,2768215,"{}",21,13,"{""name"":""rect"",""x"":1350,""y"":443,""width"":65,""height"":42}","{}"
train_img_3.png,2768215,"{}",21,14,"{""name"":""rect"",""x"":1496,""y"":437,""width"":70,""height"":36}","{}"
train_img_3.png,2768215,"{}",21,15,"{""name"":""rect"",""x"":1620,""y"":430,""width"":57,""height"":38}","{}"
train_img_3.png,2768215,"{}",21,16,"{""name"":""rect"",""x"":1709,""y"":428,""width"":74,""height"":38}","{}"
train_img_3.png,2768215,"{}",21,17,"{""name"":""rect"",""x"":1833,""y"":266,""width"":84,""height"":44}","{}"
train_img_3.png,2768215,"{}",21,18,"{""name"":""rect"",""x"":1274,""y"":287,""width"":72,""height"":36}","{}"
train_img_3.png,2768215,"{}",21,19,"{""name"":""rect"",""x"":1116,""y"":293,""width"":63,""height"":32}","{}"
train_img_3.png,2768215,"{}",21,20,"{""name"":""rect"",""x"":1116,""y"":319,""width"":59,""height"":34}","{}"
train_img_4.png,2534335,"{}",22,0,"{""name"":""rect"",""x"":791,""y"":443,""width"":44,""height"":78}","{}"
train_img_4.png,2534335,"{}",22,1,"{""name"":""rect"",""x"":930,""y"":536,""width"":57,""height"":82}","{}"
train_img_4.png,2534335,"{}",22,2,"{""name"":""rect"",""x"":899,""y"":703,""width"":46,""height"":80}","{}"
train_img_4.png,2534335,"{}",22,3,"{""name"":""rect"",""x"":962,""y"":781,""width"":51,""height"":89}","{}"
train_img_4.png,2534335,"{}",22,4,"{""name"":""rect"",""x"":392,""y"":673,""width"":101,""height"":59}","{}"
train_img_4.png,2534335,"{}",22,5,"{""name"":""rect"",""x"":283,""y"":711,""width"":89,""height"":57}","{}"
train_img_4.png,2534335,"{}",22,6,"{""name"":""rect"",""x"":166,""y"":747,""width"":93,""height"":55}","{}"
train_img_4.png,2534335,"{}",22,7,"{""name"":""rect"",""x"":55,""y"":793,""width"":93,""height"":49}","{}"
train_img_4.png,2534335,"{}",22,8,"{""name"":""rect"",""x"":190,""y"":800,""width"":80,""height"":53}","{}"
train_img_4.png,2534335,"{}",22,9,"{""name"":""rect"",""x"":308,""y"":770,""width"":70,""height"":51}","{}"
train_img_4.png,2534335,"{}",22,10,"{""name"":""rect"",""x"":399,""y"":736,""width"":91,""height"":57}","{}"
train_img_4.png,2534335,"{}",22,11,"{""name"":""rect"",""x"":204,""y"":595,""width"":84,""height"":49}","{}"
train_img_4.png,2534335,"{}",22,12,"{""name"":""rect"",""x"":724,""y"":276,""width"":51,""height"":76}","{}"
train_img_4.png,2534335,"{}",22,13,"{""name"":""rect"",""x"":719,""y"":167,""width"":51,""height"":82}","{}"
train_img_4.png,2534335,"{}",22,14,"{""name"":""rect"",""x"":882,""y"":8,""width"":44,""height"":91}","{}"
train_img_4.png,2534335,"{}",22,15,"{""name"":""rect"",""x"":939,""y"":6,""width"":44,""height"":95}","{}"
train_img_4.png,2534335,"{}",22,16,"{""name"":""rect"",""x"":713,""y"":2,""width"":40,""height"":27}","{}"
train_img_4.png,2534335,"{}",22,17,"{""name"":""rect"",""x"":1798,""y"":323,""width"":120,""height"":68}","{}"
train_img_4.png,2534335,"{}",22,18,"{""name"":""rect"",""x"":1833,""y"":713,""width"":84,""height"":51}","{}"
train_img_4.png,2534335,"{}",22,19,"{""name"":""rect"",""x"":928,""y"":897,""width"":57,""height"":91}","{}"
train_img_4.png,2534335,"{}",22,20,"{""name"":""rect"",""x"":802,""y"":994,""width"":42,""height"":76}","{}"
train_img_4.png,2534335,"{}",22,21,"{""name"":""rect"",""x"":871,""y"":949,""width"":78,""height"":129}","{}"
train_img_5.png,2611087,"{}",34,0,"{""name"":""rect"",""x"":888,""y"":506,""width"":87,""height"":44}","{}"
train_img_5.png,2611087,"{}",34,1,"{""name"":""rect"",""x"":924,""y"":253,""width"":57,""height"":74}","{}"
train_img_5.png,2611087,"{}",34,2,"{""name"":""rect"",""x"":922,""y"":449,""width"":80,""height"":49}","{}"
train_img_5.png,2611087,"{}",34,3,"{""name"":""rect"",""x"":1038,""y"":487,""width"":91,""height"":44}","{}"
train_img_5.png,2611087,"{}",34,4,"{""name"":""rect"",""x"":962,""y"":557,""width"":80,""height"":46}","{}"
train_img_5.png,2611087,"{}",34,5,"{""name"":""rect"",""x"":591,""y"":511,""width"":76,""height"":51}","{}"
train_img_5.png,2611087,"{}",34,6,"{""name"":""rect"",""x"":506,""y"":582,""width"":87,""height"":53}","{}"
train_img_5.png,2611087,"{}",34,7,"{""name"":""rect"",""x"":426,""y"":669,""width"":101,""height"":55}","{}"
train_img_5.png,2611087,"{}",34,8,"{""name"":""rect"",""x"":285,""y"":711,""width"":89,""height"":49}","{}"
train_img_5.png,2611087,"{}",34,9,"{""name"":""rect"",""x"":262,""y"":836,""width"":91,""height"":53}","{}"
train_img_5.png,2611087,"{}",34,10,"{""name"":""rect"",""x"":57,""y"":772,""width"":101,""height"":59}","{}"
train_img_5.png,2611087,"{}",34,11,"{""name"":""rect"",""x"":643,""y"":677,""width"":89,""height"":53}","{}"
train_img_5.png,2611087,"{}",34,12,"{""name"":""rect"",""x"":587,""y"":766,""width"":72,""height"":44}","{}"
train_img_5.png,2611087,"{}",34,13,"{""name"":""rect"",""x"":1228,""y"":536,""width"":87,""height"":51}","{}"
train_img_5.png,2611087,"{}",34,14,"{""name"":""rect"",""x"":1175,""y"":428,""width"":87,""height"":49}","{}"
train_img_5.png,2611087,"{}",34,15,"{""name"":""rect"",""x"":1319,""y"":483,""width"":82,""height"":53}","{}"
train_img_5.png,2611087,"{}",34,16,"{""name"":""rect"",""x"":1414,""y"":439,""width"":80,""height"":49}","{}"
train_img_5.png,2611087,"{}",34,17,"{""name"":""rect"",""x"":1057,""y"":536,""width"":84,""height"":46}","{}"
train_img_5.png,2611087,"{}",34,18,"{""name"":""rect"",""x"":1344,""y"":612,""width"":87,""height"":49}","{}"
train_img_5.png,2611087,"{}",34,19,"{""name"":""rect"",""x"":1793,""y"":726,""width"":108,""height"":61}","{}"
train_img_5.png,2611087,"{}",34,20,"{""name"":""rect"",""x"":1616,""y"":502,""width"":82,""height"":51}","{}"
train_img_5.png,2611087,"{}",34,21,"{""name"":""rect"",""x"":1701,""y"":462,""width"":84,""height"":49}","{}"
train_img_5.png,2611087,"{}",34,22,"{""name"":""rect"",""x"":1547,""y"":452,""width"":89,""height"":46}","{}"
train_img_5.png,2611087,"{}",34,23,"{""name"":""rect"",""x"":1464,""y"":498,""width"":87,""height"":46}","{}"
train_img_5.png,2611087,"{}",34,24,"{""name"":""rect"",""x"":882,""y"":943,""width"":49,""height"":82}","{}"
train_img_5.png,2611087,"{}",34,25,"{""name"":""rect"",""x"":933,""y"":958,""width"":44,""height"":91}","{}"
train_img_5.png,2611087,"{}",34,26,"{""name"":""rect"",""x"":713,""y"":91,""width"":44,""height"":91}","{}"
train_img_5.png,2611087,"{}",34,27,"{""name"":""rect"",""x"":760,""y"":108,""width"":36,""height"":74}","{}"
train_img_5.png,2611087,"{}",34,28,"{""name"":""rect"",""x"":755,""y"":8,""width"":46,""height"":87}","{}"
train_img_5.png,2611087,"{}",34,29,"{""name"":""rect"",""x"":700,""y"":6,""width"":51,""height"":74}","{}"
train_img_5.png,2611087,"{}",34,30,"{""name"":""rect"",""x"":1810,""y"":325,""width"":105,""height"":55}","{}"
train_img_5.png,2611087,"{}",34,31,"{""name"":""rect"",""x"":1783,""y"":380,""width"":118,""height"":61}","{}"
train_img_5.png,2611087,"{}",34,32,"{""name"":""rect"",""x"":897,""y"":1063,""width"":38,""height"":15}","{}"
train_img_5.png,2611087,"{}",34,33,"{""name"":""rect"",""x"":949,""y"":1059,""width"":36,""height"":19}","{}"
train_img_6.png,2135143,"{}",20,0,"{""name"":""rect"",""x"":253,""y"":619,""width"":281,""height"":65}","{}"
train_img_6.png,2135143,"{}",20,1,"{""name"":""rect"",""x"":546,""y"":591,""width"":76,""height"":39}","{}"
train_img_6.png,2135143,"{}",20,2,"{""name"":""rect"",""x"":523,""y"":425,""width"":82,""height"":56}","{}"
train_img_6.png,2135143,"{}",20,3,"{""name"":""rect"",""x"":664,""y"":588,""width"":84,""height"":53}","{}"
train_img_6.png,2135143,"{}",20,4,"{""name"":""rect"",""x"":591,""y"":670,""width"":82,""height"":48}","{}"
train_img_6.png,2135143,"{}",20,5,"{""name"":""rect"",""x"":1151,""y"":554,""width"":76,""height"":65}","{}"
train_img_6.png,2135143,"{}",20,6,"{""name"":""rect"",""x"":1108,""y"":428,""width"":56,""height"":79}","{}"
train_img_6.png,2135143,"{}",20,7,"{""name"":""rect"",""x"":1103,""y"":287,""width"":45,""height"":84}","{}"
train_img_6.png,2135143,"{}",20,8,"{""name"":""rect"",""x"":1069,""y"":892,""width"":39,""height"":84}","{}"
train_img_6.png,2135143,"{}",20,9,"{""name"":""rect"",""x"":1176,""y"":942,""width"":42,""height"":87}","{}"
train_img_6.png,2135143,"{}",20,10,"{""name"":""rect"",""x"":1221,""y"":948,""width"":48,""height"":79}","{}"
train_img_6.png,2135143,"{}",20,11,"{""name"":""rect"",""x"":1429,""y"":467,""width"":82,""height"":51}","{}"
train_img_6.png,2135143,"{}",20,12,"{""name"":""rect"",""x"":1404,""y"":512,""width"":84,""height"":42}","{}"
train_img_6.png,2135143,"{}",20,13,"{""name"":""rect"",""x"":1519,""y"":509,""width"":90,""height"":42}","{}"
train_img_6.png,2135143,"{}",20,14,"{""name"":""rect"",""x"":1637,""y"":518,""width"":82,""height"":34}","{}"
train_img_6.png,2135143,"{}",20,15,"{""name"":""rect"",""x"":1736,""y"":515,""width"":73,""height"":34}","{}"
train_img_6.png,2135143,"{}",20,16,"{""name"":""rect"",""x"":1829,""y"":509,""width"":68,""height"":37}","{}"
train_img_6.png,2135143,"{}",20,17,"{""name"":""rect"",""x"":1553,""y"":467,""width"":273,""height"":59}","{}"
train_img_6.png,2135143,"{}",20,18,"{""name"":""rect"",""x"":672,""y"":633,""width"":68,""height"":42}","{}"
train_img_6.png,2135143,"{}",20,19,"{""name"":""rect"",""x"":568,""y"":633,""width"":76,""height"":34}","{}"
train_img_7.png,2915170,"{}",18,0,"{""name"":""rect"",""x"":108,""y"":515,""width"":76,""height"":32}","{}"
train_img_7.png,2915170,"{}",18,1,"{""name"":""rect"",""x"":409,""y"":549,""width"":74,""height"":36}","{}"
train_img_7.png,2915170,"{}",18,2,"{""name"":""rect"",""x"":521,""y"":513,""width"":76,""height"":36}","{}"
train_img_7.png,2915170,"{}",18,3,"{""name"":""rect"",""x"":785,""y"":504,""width"":74,""height"":36}","{}"
train_img_7.png,2915170,"{}",18,4,"{""name"":""rect"",""x"":774,""y"":589,""width"":78,""height"":89}","{}"
train_img_7.png,2915170,"{}",18,5,"{""name"":""rect"",""x"":920,""y"":717,""width"":36,""height"":68}","{}"
train_img_7.png,2915170,"{}",18,6,"{""name"":""rect"",""x"":920,""y"":812,""width"":40,""height"":76}","{}"
train_img_7.png,2915170,"{}",18,7,"{""name"":""rect"",""x"":962,""y"":909,""width"":44,""height"":76}","{}"
train_img_7.png,2915170,"{}",18,8,"{""name"":""rect"",""x"":1068,""y"":498,""width"":74,""height"":34}","{}"
train_img_7.png,2915170,"{}",18,9,"{""name"":""rect"",""x"":975,""y"":572,""width"":59,""height"":57}","{}"
train_img_7.png,2915170,"{}",18,10,"{""name"":""rect"",""x"":1268,""y"":454,""width"":65,""height"":40}","{}"
train_img_7.png,2915170,"{}",18,11,"{""name"":""rect"",""x"":1289,""y"":521,""width"":72,""height"":34}","{}"
train_img_7.png,2915170,"{}",18,12,"{""name"":""rect"",""x"":1093,""y"":460,""width"":68,""height"":38}","{}"
train_img_7.png,2915170,"{}",18,13,"{""name"":""rect"",""x"":1485,""y"":447,""width"":72,""height"":32}","{}"
train_img_7.png,2915170,"{}",18,14,"{""name"":""rect"",""x"":1595,""y"":437,""width"":72,""height"":36}","{}"
train_img_7.png,2915170,"{}",18,15,"{""name"":""rect"",""x"":1547,""y"":485,""width"":61,""height"":30}","{}"
train_img_7.png,2915170,"{}",18,16,"{""name"":""rect"",""x"":823,""y"":1040,""width"":34,""height"":38}","{}"
train_img_7.png,2915170,"{}",18,17,"{""name"":""rect"",""x"":1053,""y"":333,""width"":61,""height"":36}","{}"
train_img_8.png,1921552,"{}",20,0,"{""name"":""rect"",""x"":42,""y"":648,""width"":97,""height"":40}","{}"
train_img_8.png,1921552,"{}",20,1,"{""name"":""rect"",""x"":222,""y"":639,""width"":105,""height"":49}","{}"
train_img_8.png,1921552,"{}",20,2,"{""name"":""rect"",""x"":342,""y"":644,""width"":101,""height"":51}","{}"
train_img_8.png,1921552,"{}",20,3,"{""name"":""rect"",""x"":464,""y"":646,""width"":84,""height"":44}","{}"
train_img_8.png,1921552,"{}",20,4,"{""name"":""rect"",""x"":447,""y"":696,""width"":97,""height"":44}","{}"
train_img_8.png,1921552,"{}",20,5,"{""name"":""rect"",""x"":335,""y"":694,""width"":97,""height"":46}","{}"
train_img_8.png,1921552,"{}",20,6,"{""name"":""rect"",""x"":184,""y"":696,""width"":95,""height"":44}","{}"
train_img_8.png,1921552,"{}",20,7,"{""name"":""rect"",""x"":812,""y"":331,""width"":68,""height"":80}","{}"
train_img_8.png,1921552,"{}",20,8,"{""name"":""rect"",""x"":947,""y"":167,""width"":40,""height"":129}","{}"
train_img_8.png,1921552,"{}",20,9,"{""name"":""rect"",""x"":1032,""y"":403,""width"":78,""height"":80}","{}"
train_img_8.png,1921552,"{}",20,10,"{""name"":""rect"",""x"":1101,""y"":224,""width"":44,""height"":95}","{}"
train_img_8.png,1921552,"{}",20,11,"{""name"":""rect"",""x"":1416,""y"":525,""width"":93,""height"":46}","{}"
train_img_8.png,1921552,"{}",20,12,"{""name"":""rect"",""x"":1466,""y"":574,""width"":93,""height"":46}","{}"
train_img_8.png,1921552,"{}",20,13,"{""name"":""rect"",""x"":1530,""y"":517,""width"":95,""height"":44}","{}"
train_img_8.png,1921552,"{}",20,14,"{""name"":""rect"",""x"":1525,""y"":466,""width"":139,""height"":55}","{}"
train_img_8.png,1921552,"{}",20,15,"{""name"":""rect"",""x"":1631,""y"":527,""width"":84,""height"":38}","{}"
train_img_8.png,1921552,"{}",20,16,"{""name"":""rect"",""x"":1720,""y"":511,""width"":93,""height"":36}","{}"
train_img_8.png,1921552,"{}",20,17,"{""name"":""rect"",""x"":1840,""y"":494,""width"":76,""height"":61}","{}"
train_img_8.png,1921552,"{}",20,18,"{""name"":""rect"",""x"":897,""y"":57,""width"":42,""height"":93}","{}"
train_img_8.png,1921552,"{}",20,19,"{""name"":""rect"",""x"":977,""y"":-2,""width"":36,""height"":27}","{}"
train_img_9.png,2274502,"{}",14,0,"{""name"":""rect"",""x"":2,""y"":523,""width"":78,""height"":70}","{}"
train_img_9.png,2274502,"{}",14,1,"{""name"":""rect"",""x"":2,""y"":690,""width"":78,""height"":55}","{}"
train_img_9.png,2274502,"{}",14,2,"{""name"":""rect"",""x"":148,""y"":660,""width"":89,""height"":55}","{}"
train_img_9.png,2274502,"{}",14,3,"{""name"":""rect"",""x"":268,""y"":635,""width"":89,""height"":51}","{}"
train_img_9.png,2274502,"{}",14,4,"{""name"":""rect"",""x"":433,""y"":601,""width"":89,""height"":53}","{}"
train_img_9.png,2274502,"{}",14,5,"{""name"":""rect"",""x"":631,""y"":544,""width"":80,""height"":59}","{}"
train_img_9.png,2274502,"{}",14,6,"{""name"":""rect"",""x"":821,""y"":34,""width"":38,""height"":80}","{}"
train_img_9.png,2274502,"{}",14,7,"{""name"":""rect"",""x"":865,""y"":2,""width"":53,""height"":57}","{}"
train_img_9.png,2274502,"{}",14,8,"{""name"":""rect"",""x"":506,""y"":644,""width"":63,""height"":49}","{}"
train_img_9.png,2274502,"{}",14,9,"{""name"":""rect"",""x"":388,""y"":667,""width"":80,""height"":53}","{}"
train_img_9.png,2274502,"{}",14,10,"{""name"":""rect"",""x"":255,""y"":694,""width"":93,""height"":55}","{}"
train_img_9.png,2274502,"{}",14,11,"{""name"":""rect"",""x"":17,""y"":717,""width"":226,""height"":99}","{}"
train_img_9.png,2274502,"{}",14,12,"{""name"":""rect"",""x"":1468,""y"":502,""width"":82,""height"":49}","{}"
train_img_9.png,2274502,"{}",14,13,"{""name"":""rect"",""x"":1568,""y"":515,""width"":82,""height"":40}","{}"
train_img_10.png,2243580,"{}",27,0,"{""name"":""rect"",""x"":80,""y"":635,""width"":78,""height"":38}","{}"
train_img_10.png,2243580,"{}",27,1,"{""name"":""rect"",""x"":287,""y"":595,""width"":78,""height"":38}","{}"
train_img_10.png,2243580,"{}",27,2,"{""name"":""rect"",""x"":388,""y"":595,""width"":74,""height"":36}","{}"
train_img_10.png,2243580,"{}",27,3,"{""name"":""rect"",""x"":365,""y"":639,""width"":76,""height"":40}","{}"
train_img_10.png,2243580,"{}",27,4,"{""name"":""rect"",""x"":477,""y"":599,""width"":76,""height"":53}","{}"
train_img_10.png,2243580,"{}",27,5,"{""name"":""rect"",""x"":635,""y"":593,""width"":78,""height"":40}","{}"
train_img_10.png,2243580,"{}",27,6,"{""name"":""rect"",""x"":679,""y"":648,""width"":84,""height"":40}","{}"
train_img_10.png,2243580,"{}",27,7,"{""name"":""rect"",""x"":852,""y"":601,""width"":68,""height"":36}","{}"
train_img_10.png,2243580,"{}",27,8,"{""name"":""rect"",""x"":880,""y"":639,""width"":97,""height"":40}","{}"
train_img_10.png,2243580,"{}",27,9,"{""name"":""rect"",""x"":1072,""y"":485,""width"":74,""height"":38}","{}"
train_img_10.png,2243580,"{}",27,10,"{""name"":""rect"",""x"":1072,""y"":129,""width"":40,""height"":72}","{}"
train_img_10.png,2243580,"{}",27,11,"{""name"":""rect"",""x"":1110,""y"":108,""width"":44,""height"":76}","{}"
train_img_10.png,2243580,"{}",27,12,"{""name"":""rect"",""x"":1087,""y"":0,""width"":34,""height"":55}","{}"
train_img_10.png,2243580,"{}",27,13,"{""name"":""rect"",""x"":1230,""y"":477,""width"":80,""height"":34}","{}"
train_img_10.png,2243580,"{}",27,14,"{""name"":""rect"",""x"":1255,""y"":521,""width"":74,""height"":36}","{}"
train_img_10.png,2243580,"{}",27,15,"{""name"":""rect"",""x"":1226,""y"":612,""width"":74,""height"":38}","{}"
train_img_10.png,2243580,"{}",27,16,"{""name"":""rect"",""x"":1395,""y"":508,""width"":74,""height"":36}","{}"
train_img_10.png,2243580,"{}",27,17,"{""name"":""rect"",""x"":1443,""y"":473,""width"":65,""height"":32}","{}"
train_img_10.png,2243580,"{}",27,18,"{""name"":""rect"",""x"":1570,""y"":464,""width"":74,""height"":34}","{}"
train_img_10.png,2243580,"{}",27,19,"{""name"":""rect"",""x"":1536,""y"":502,""width"":84,""height"":40}","{}"
train_img_10.png,2243580,"{}",27,20,"{""name"":""rect"",""x"":1471,""y"":546,""width"":70,""height"":34}","{}"
train_img_10.png,2243580,"{}",27,21,"{""name"":""rect"",""x"":1557,""y"":538,""width"":80,""height"":38}","{}"
train_img_10.png,2243580,"{}",27,22,"{""name"":""rect"",""x"":1654,""y"":504,""width"":84,""height"":36}","{}"
train_img_10.png,2243580,"{}",27,23,"{""name"":""rect"",""x"":1800,""y"":496,""width"":78,""height"":36}","{}"
train_img_10.png,2243580,"{}",27,24,"{""name"":""rect"",""x"":1057,""y"":888,""width"":44,""height"":65}","{}"
train_img_10.png,2243580,"{}",27,25,"{""name"":""rect"",""x"":1165,""y"":909,""width"":46,""height"":78}","{}"
train_img_10.png,2243580,"{}",27,26,"{""name"":""rect"",""x"":1184,""y"":1002,""width"":46,""height"":70}","{}"
train_img_11.png,1958816,"{}",18,0,"{""name"":""rect"",""x"":435,""y"":616,""width"":65,""height"":36}","{}"
train_img_11.png,1958816,"{}",18,1,"{""name"":""rect"",""x"":578,""y"":578,""width"":74,""height"":36}","{}"
train_img_11.png,1958816,"{}",18,2,"{""name"":""rect"",""x"":542,""y"":616,""width"":84,""height"":44}","{}"
train_img_11.png,1958816,"{}",18,3,"{""name"":""rect"",""x"":652,""y"":625,""width"":89,""height"":40}","{}"
train_img_11.png,1958816,"{}",18,4,"{""name"":""rect"",""x"":671,""y"":582,""width"":70,""height"":36}","{}"
train_img_11.png,1958816,"{}",18,5,"{""name"":""rect"",""x"":1173,""y"":557,""width"":42,""height"":72}","{}"
train_img_11.png,1958816,"{}",18,6,"{""name"":""rect"",""x"":1215,""y"":903,""width"":49,""height"":80}","{}"
train_img_11.png,1958816,"{}",18,7,"{""name"":""rect"",""x"":1435,""y"":525,""width"":179,""height"":51}","{}"
train_img_11.png,1958816,"{}",18,8,"{""name"":""rect"",""x"":1454,""y"":494,""width"":80,""height"":40}","{}"
train_img_11.png,1958816,"{}",18,9,"{""name"":""rect"",""x"":1610,""y"":492,""width"":91,""height"":34}","{}"
train_img_11.png,1958816,"{}",18,10,"{""name"":""rect"",""x"":1855,""y"":523,""width"":63,""height"":36}","{}"
train_img_11.png,1958816,"{}",18,11,"{""name"":""rect"",""x"":1179,""y"":245,""width"":46,""height"":61}","{}"
train_img_11.png,1958816,"{}",18,12,"{""name"":""rect"",""x"":1122,""y"":72,""width"":38,""height"":70}","{}"
